city|lat|lng|country|admin|population
Jincheng|25.501468|102.400584|China|Yunnan|10000
Zhaoping|24.172435|110.787031|China|Guangxi|10000
Shoushan|34.277714|107.746192|China|Shaanxi|10000
Dingping|30.338622|106.926995|China|Sichuan|10000
Qianzhou|28.319255|109.733458|China|Hunan|10000
Acheng|45.545452|126.977031|China|Heilongjiang|10000
Qincheng|34.580278|105.727222|China|Gansu|10000
Tiantai Chengguanzhen|29.136327|121.02958|China|Zhejiang|10000
Ningling Chengguanzhen|34.45|115.316667|China|Henan|10000
Ningjin|36.9863|122.502|China|Shandong|10000
Lianjiang|22.590178|113.076419|China|Guangdong|10000
Chumba|29.083333|92.6|China|Tibet|10000
Changsha|22.381245|112.684921|China|Guangdong|10000
Nankengzai|26.283333|117.883333|China|Fujian|10000
Dongmen|24.791982|108.900002|China|Guangxi|10000
Yanshi Chengguanzhen|34.71601|112.795677|China|Henan|10000
Yuyue|30.018199|113.963247|China|Hubei|10000
Tiancheng|29.540217|114.041547|China|Hubei|10000
Tianchang|32.684971|119.009321|China|Anhui|10000
Xireg|36.918657|98.444627|China|Qinghai|10000
Fuyang|30.053333|119.951944|China|Zhejiang|10000
Guanghe Chengguanzhen|35.481533|103.576044|China|Gansu|10000
Rongwo|35.51483|102.015999|China|Qinghai|10000
Shicheng|27.106706|119.334993|China|Fujian|10000
Lubei|44.608659|120.955603|China|Inner Mongolia|10000
Chengfangqiao|25.757251|103.831042|China|Yunnan|10000
Yizhang Chengguanzhen|25.383227|112.978969|China|Hunan|10000
Shiqiao|22.946399|113.357688|China|Guangdong|10000
Kuaidamao|41.655323|125.742248|China|Jilin|10000
Chenying|28.692901|117.067316|China|Jiangxi|10000
Jiangyan|32.506111|120.142778|China|Jiangsu|10000
Wujin|30.411309|103.813016|China|Sichuan|10000
Xinglong|40.420278|117.5075|China|Hebei|10000
Jinding|26.439027|99.440606|China|Yunnan|10000
Meixian|24.283815|116.069533|China|Guangdong|10000
Lingchuan|25.409511|110.322777|China|Guangxi|10000
Wanzhi|31.146871|118.567083|China|Anhui|10000
Gaolan Chengguanzhen|36.334669|103.945559|China|Gansu|10000
Batang|30.006563|99.107236|China|Sichuan|10000
Shishan|31.298826|120.565155|China|Jiangsu|10000
Shuangta|31.304077|120.629678|China|Jiangsu|10000
Pingjianglu|31.314688|120.629785|China|Jiangsu|10000
Nirji|48.483333|124.483333|China|Inner Mongolia|10000
Qiaoshang|27.942737|105.164845|China|Yunnan|10000
Hanshang|32.377438|119.393021|China|Jiangsu|10000
Gaocun|27.877306|109.784755|China|Hunan|10000
Loushanguan|28.1368|106.822|China|Guizhou|10000
Danfeng|24.83054|104.008195|China|Yunnan|10000
Yaozhou|34.905278|108.97|China|Shaanxi|10000
Tiexi|47.311866|130.280271|China|Heilongjiang|10000
Ehen Hudag|39.2|101.666667|China|Inner Mongolia|10000
Jiulong|30.53622|106.43713|China|Sichuan|10000
Xingsha|28.239722|113.087778|China|Hunan|10000
Songbai|31.756848|110.672517|China|Hubei|10000
Yong’an|39.695712|113.687079|China|Shanxi|10000
Qiaotou|36.935|101.673611|China|Qinghai|10000
Gulin|28.042232|105.810378|China|Sichuan|10000
Lucheng|31.233572|117.280566|China|Anhui|10000
Zhushan Chengguanzhen|32.221786|110.236138|China|Hubei|10000
Linwu Chengguanzhen|25.23247|112.539812|China|Hunan|10000
Funan Chengguanzhen|32.636781|115.614943|China|Anhui|10000
Aoyang|27.458889|119.501389|China|Fujian|10000
Si’en|24.841981|108.271622|China|Guangxi|10000
Shuizhulin|27.944491|103.674421|China|Yunnan|10000
Dailing|47.023889|129.019035|China|Heilongjiang|10000
Chengguan|35.309353|115.118811|China|Shandong|10000
Yuanyang Chengguanzhen|35.052222|113.963889|China|Henan|10000
Nyinma|34.000651|102.071273|China|Gansu|10000
Zongga|29|85.25|China|Tibet|10000
Poskam|38.188669|77.270748|China|Xinjiang|10000
Ruyang Chengguanzhen|34.150278|112.458333|China|Henan|10000
Tiantang|30.85|116.35|China|Anhui|10000
Yuanma|25.681969|101.871999|China|Yunnan|10000
Jifeng|35.613467|110.958542|China|Shanxi|10000
Zhihe|36.779964|110.639562|China|Shanxi|10000
Jibenggang|29.6583|91.1276|China|Tibet|10000
Dangquka|30.4859|91.1026|China|Tibet|10000
Fenghuang|38.997803|112.297786|China|Shanxi|10000
Hanyuan|32.833995|106.250352|China|Shaanxi|10000
Huixian Chengguanzhen|33.768333|106.080833|China|Gansu|10000
Chengguan|35.458611|113.797778|China|Henan|10000
Nankang|29.446542|116.040678|China|Jiangxi|10000
Renminlu|36.551198|104.169515|China|Gansu|10000
Ailan Mubage|43.908453|81.332995|China|Xinjiang|10000
Tianchi|30.28112|105.023461|China|Sichuan|10000
Xisa|23.450001|104.707746|China|Yunnan|10000
Rongshui|25.066667|109.25|China|Guangxi|10000
Wudan|42.934444|119.023889|China|Inner Mongolia|10000
Lucheng|30.054261|101.967925|China|Sichuan|10000
Longquan|24.671925|102.161303|China|Yunnan|10000
Xianyang|34.33778|108.70261|China|Shaanxi|10000
Xuri|28.43511|117.919792|China|Jiangxi|10000
Xiongzhou|32.343592|118.849862|China|Jiangsu|10000
Furong|26.45|114.766667|China|Jiangxi|10000
Yichuan Chengguanzhen|34.419722|112.419167|China|Henan|10000
Guzhen Chengguanzhen|33.310556|117.310556|China|Anhui|10000
Jimai|33.751545|99.648212|China|Qinghai|10000
Youxian Chengguanzhen|26.991681|113.360617|China|Hunan|10000
Chenyang|28.015815|110.172982|China|Hunan|10000
Beijinglu|31.322678|118.385055|China|Anhui|10000
Liminlu|31.318845|118.362885|China|Anhui|10000
Zhongshan|24.533333|111.3|China|Guangxi|10000
Jin’e|29.343129|105.284427|China|Sichuan|10000
Minzhu|43.721445|127.334015|China|Jilin|10000
Bazhou|31.8557|106.772|China|Sichuan|10000
Burang|30.295594|81.175114|China|Tibet|10000
Binhe|37.510841|105.184446|China|Ningxia|10000
Xiaping|26.731389|114.270278|China|Jiangxi|10000
Wuling|39.467988|114.148425|China|Shanxi|10000
Kangbao|41.846389|114.613889|China|Hebei|10000
Yuli|41.336623|86.256755|China|Xinjiang|10000
Jichang|36.101111|110.673333|China|Shanxi|10000
Xiaoxita|30.77135|111.321458|China|Hubei|10000
Wenquan|34.935278|113.073333|China|Henan|10000
Xayar|41.23|82.805833|China|Xinjiang|10000
Luqiao|29.932463|102.231631|China|Sichuan|10000
Dongguan|39.01732|111.126737|China|Shanxi|10000
Daqinglu|34.899274|112.583144|China|Henan|10000
Wacheng|33.783333|114.516667|China|Henan|10000
Decheng|23.142632|111.777367|China|Guangdong|10000
Deqing|30.54485|119.959901|China|Zhejiang|10000
Mangqu|35.585697|100.752372|China|Qinghai|10000
Xingguo|29.922525|115.302076|China|Hubei|10000
Xingguo|34.858611|105.668611|China|Gansu|10000
Tubu|29.045323|115.812674|China|Jiangxi|10000
Baoshenmiao|40.912099|119.072601|China|Liaoning|10000
Qinglong|40.405556|118.943889|China|Hebei|10000
Dangchang Chengguanzhen|34.044616|104.394643|China|Gansu|10000
Nagqu|31.403|92.003|China|Tibet|10000
Awat|40.638369|80.379655|China|Xinjiang|10000
Karakax|37.272249|79.737278|China|Xinjiang|10000
Shancheng|24.491553|117.34568|China|Fujian|10000
Hunchun|42.8675|130.358056|China|Jilin|10000
Xing’an|50.247699|127.493234|China|Heilongjiang|10000
Qionghu|28.840611|112.373994|China|Hunan|10000
Xishaqiao|28.302511|103.984819|China|Yunnan|10000
Gaoleshan|29.678254|109.144526|China|Hubei|10000
Zhuxi Chengguanzhen|32.325686|109.723369|China|Hubei|10000
Linquan|37.979647|111.020587|China|Shanxi|10000
Linxia Chengguanzhen|35.600278|103.206389|China|Gansu|10000
Kaiyuan|36.068126|113.822086|China|Henan|10000
Changning|24.955677|115.642358|China|Jiangxi|10000
Youdian|24.828942|99.592317|China|Yunnan|10000
Shuihu|32.476667|117.157778|China|Anhui|10000
Weishi Chengguanzhen|34.413611|114.187222|China|Henan|10000
Xincheng|22.701551|112.224645|China|Guangdong|10000
Nangandao|35.19033|113.80151|China|Henan|10000
Bishui|32.717861|113.311672|China|Henan|10000
Biyang|29.928851|117.946378|China|Anhui|10000
Kulun|42.730556|121.775556|China|Inner Mongolia|10000
Changping|28.207833|103.85499|China|Yunnan|10000
Moshiyi|27.827702|103.72828|China|Yunnan|10000
Jingpeng|43.25|117.516667|China|Inner Mongolia|10000
Jingping|39.52|112.283889|China|Shanxi|10000
Qian’an|44.993243|124.058109|China|Jilin|10000
Xinzhai|23.72048|117.148662|China|Fujian|10000
Xujiang|26.839445|116.32011|China|Jiangxi|10000
Chengbei|40.223033|116.245838|China|Beijing|10000
Lindian|47.182583|124.867727|China|Heilongjiang|10000
Yopurga|39.23938|76.764317|China|Xinjiang|10000
Ngamring|29.233333|87.166667|China|Tibet|10000
Domartang|30.93902|94.689083|China|Tibet|10000
Yiwu|29.315056|120.076764|China|Zhejiang|10000
Taizhou|28.662658|121.433117|China|Zhejiang|10000
Haimen|28.68074|121.424075|China|Zhejiang|10000
Chengxiang|31.398604|109.622843|China|Chongqing|10000
Jiyuanlu|34.8225|113.267222|China|Henan|10000
Shangjie|25.671058|99.980246|China|Yunnan|10000
Xinjie|28.148531|103.966575|China|Yunnan|10000
Qabqa|36.281389|100.613056|China|Qinghai|10000
Wuhu|31.337275|118.373509|China|Anhui|10000
Wuhe Chengguanzhen|33.1386|117.865817|China|Anhui|10000
Jinniu|25.800617|100.574348|China|Yunnan|10000
Yinla|29.577302|94.483014|China|Tibet|10000
Jinchang|38.498084|112.923603|China|Shanxi|10000
Dingxi|35.570882|104.623027|China|Gansu|10000
Dingtao|35.074357|115.565815|China|Shandong|10000
Nuojiang|31.915617|107.24273|China|Sichuan|10000
Zhouqu Chengguanzhen|33.784167|104.362778|China|Gansu|10000
Chizhou|30.661338|117.477833|China|Anhui|10000
Huili Chengguanzhen|26.662557|102.243916|China|Sichuan|10000
Lugu|39.896719|116.220365|China|Beijing|10000
Fucheng|37.869132|116.150577|China|Hebei|10000
Dongning|44.062188|131.120752|China|Heilongjiang|10000
Xiayi Chengguanzhen|34.236803|116.116076|China|Henan|10000
Mazhang|21.275737|110.322116|China|Guangdong|10000
Gangu Chengguanzhen|34.735642|105.32632|China|Gansu|10000
Hongmiao|32.224835|118.919748|China|Jiangsu|10000
Xiqu|26.605659|101.598282|China|Sichuan|10000
Shilu|19.259838|109.048838|China|Hainan|10000
Lumaka|33.086158|80.367838|China|Tibet|10000
Yelin|18.520989|110.039701|China|Hainan|10000
Fangting|31.127656|104.166487|China|Sichuan|10000
Lecheng|25.113712|113.354076|China|Guangdong|10000
Nanlong|31.35333|106.06309|China|Sichuan|10000
Mengla|21.468588|101.550688|China|Yunnan|10000
Dongchuan|25.47655|101.284676|China|Yunnan|10000
Xiaqiaotou|27.185338|100.043374|China|Yunnan|10000
Yujiazhai|27.841525|104.824913|China|Yunnan|10000
Jing’an|22.210718|113.292182|China|Guangdong|10000
Xinmatou|36.818025|115.170473|China|Hebei|10000
Qujiang|30.842061|106.967848|China|Sichuan|10000
Dongping|36.499|117.996|China|Shandong|10000
Gujiang|35.493986|111.553343|China|Shanxi|10000
Jiaoxiyakou|26.128289|102.450035|China|Yunnan|10000
Nong’an|44.381982|125.168469|China|Jilin|10000
Zhaoxian|28.70618|115.736166|China|Jiangxi|10000
Zhuangyuan|37.305532|120.827467|China|Shandong|10000
Yangquan|37.8575|113.563333|China|Shanxi|10000
Huayuan|28.588148|109.475782|China|Hunan|10000
Huayuan|31.314221|114.01775|China|Hubei|10000
Fangcheng Chengguanzhen|33.253217|113.001198|China|Henan|10000
Meicheng|30.634492|116.579796|China|Anhui|10000
Beijie|39.22264|106.765794|China|Ningxia|10000
Kaihua Chengguanzhen|29.145862|118.409028|China|Zhejiang|10000
Chengjiao|35.404948|114.060431|China|Henan|10000
Chang’an|25.233333|109.383333|China|Guangxi|10000
Beidao|34.568611|105.893333|China|Gansu|10000
Shunde|22.800869|113.292084|China|Guangdong|10000
Dongcun|38.294416|111.703525|China|Shanxi|10000
Xiongshan|27.364391|118.857109|China|Fujian|10000
Zhize|21.755404|111.614334|China|Guangdong|10000
Xin’an|44.580334|129.625725|China|Heilongjiang|10000
Muzeng|26.052406|102.479266|China|Yunnan|10000
Liyang|31.717717|118.357309|China|Anhui|10000
Yanji|33.9653|116.451|China|Henan|10000
Langao Chengguanzhen|32.300278|108.893056|China|Shaanxi|10000
Xêgar|28.633333|87.083333|China|Tibet|10000
Wenquan|47.183333|119.966667|China|Inner Mongolia|10000
Dongping|28.380172|111.205859|China|Hunan|10000
Haomen|37.361884|101.587101|China|Qinghai|10000
Laojie|26.576957|103.046976|China|Yunnan|10000
Gunan|29.0231|106.648|China|Chongqing|10000
Xiwanzi|40.971389|115.2725|China|Hebei|10000
Daqin Tal|42.887189|120.67466|China|Inner Mongolia|10000
Chang’an|29.4718|113.444|China|Hunan|10000
Jincheng|39.559123|113.185537|China|Shanxi|10000
Liangshi|27.206364|111.737145|China|Hunan|10000
Gonghe|25.255753|101.518568|China|Yunnan|10000
Weinan|34.503546|109.508908|China|Shaanxi|10000
Huanghai|37.488699|121.440377|China|Shandong|10000
Yuanquan|40.5|95.8|China|Gansu|10000
Changning|31.217388|121.421051|China|Shanghai|10000
Yiyang|26.388931|112.379247|China|Hunan|10000
Changning|28.577725|104.920873|China|Sichuan|10000
Baiyin|36.546963|104.17023|China|Gansu|10000
Yaohua|32.121517|118.871696|China|Jiangsu|10000
E’erguna|50.223621|120.170919|China|Inner Mongolia|10000
Labu|24.25985|109.334145|China|Guangxi|10000
Labuleng|35.201249|102.521167|China|Gansu|10000
Xincun|27.671783|103.869893|China|Yunnan|10000
Pengjia Zhaizi|27.608297|103.5271|China|Yunnan|10000
Daihai|40.521111|112.493056|China|Inner Mongolia|10000
Peyziwat|39.495536|76.742825|China|Xinjiang|10000
Zhijin|26.6668|105.768|China|Guizhou|10000
Neixiang Chengguanzhen|33.046667|111.843611|China|Henan|10000
Chicheng|40.866667|115.833333|China|Hebei|10000
Jianxincun|25.838923|104.119515|China|Yunnan|10000
Songyang|34.455278|113.028056|China|Henan|10000
Yunling|23.953837|117.336035|China|Fujian|10000
Ulan|39.093745|107.980219|China|Inner Mongolia|10000
Oljoq|38.179789|107.475061|China|Inner Mongolia|10000
Chinggil|46.667248|90.378635|China|Xinjiang|10000
Lucheng|22.314945|110.256306|China|Guangxi|10000
Yongfu|25.004025|109.981848|China|Guangxi|10000
Huilong|31.811111|121.655|China|Jiangsu|10000
Kongjiazhuang|40.7525|114.726111|China|Hebei|10000
Dongdajie|37.926861|102.6343|China|Gansu|10000
Liaoyang|37.079769|113.339857|China|Shanxi|10000
Huancuilou|37.500412|122.113976|China|Shandong|10000
Gaizhou|40.394167|122.368611|China|Liaoning|10000
Kambaxoi|28.3|88.533333|China|Tibet|10000
Xincheng|33.541944|114.598333|China|Henan|10000
Changning|35.979829|110.82211|China|Shanxi|10000
Taocheng|25.312304|118.300563|China|Fujian|10000
Dawu Chengguanzhen|31.609648|114.118057|China|Hubei|10000
Zoumachang|27.871318|105.201048|China|Yunnan|10000
Dingcheng|32.516086|117.659516|China|Anhui|10000
Huicheng|29.86925|118.433644|China|Anhui|10000
Chaoyang|37.908013|113.150438|China|Shanxi|10000
Xincheng Chengguanzhen|24.086127|108.65261|China|Guangxi|10000
Taikang|46.861347|124.442001|China|Heilongjiang|10000
Fangxian Chengguanzhen|32.055|110.734167|China|Hubei|10000
Fangzheng|45.838811|128.827572|China|Heilongjiang|10000
Dawa|40.993731|122.068042|China|Liaoning|10000
Chongshan|18.782291|109.501303|China|Hainan|10000
Lixin Chengguanzhen|33.143276|116.227177|China|Anhui|10000
Nandan Chengguanzhen|25.010361|107.55712|China|Guangxi|10000
Zhangping|25.299722|117.415|China|Fujian|10000
Hekou|30.032324|101.005422|China|Sichuan|10000
Tanbei|35.088056|112.939444|China|Henan|10000
Huazangsi|36.976525|103.13522|China|Gansu|10000
Fanyang|31.084706|118.194254|China|Anhui|10000
Fucheng|35.3725|103.705556|China|Gansu|10000
Kangle|28.095571|114.450072|China|Jiangxi|10000
Qingyang|36.207119|113.417208|China|Shanxi|10000
Nierong|32.113087|92.295717|China|Hebei|10000
Lishu|45.089785|130.691359|China|Heilongjiang|10000
Hengdong Chengguanzhen|27.083333|112.95|China|Hunan|10000
Chaoyang|42.662228|126.026301|China|Jilin|10000
Shuangxi|28.862954|115.35194|China|Jiangxi|10000
Dianyang|24.702606|99.159191|China|Yunnan|10000
Burqin|47.70594|86.861312|China|Xinjiang|10000
Lishu|43.304722|124.327778|China|Jilin|10000
Longxing|35.612973|111.219247|China|Shanxi|10000
Zhamog|29.866531|95.759028|China|Tibet|10000
Gongjiang|25.957348|115.410016|China|Jiangxi|10000
Longgang|40.721464|120.925576|China|Liaoning|10000
Shuidong|21.513405|111.001837|China|Guangdong|10000
Shuitou|36.973061|111.209095|China|Shanxi|10000
Shangtianba|28.03123|103.861831|China|Yunnan|10000
Xiyuzhuang|39.166306|117.15679|China|Tianjin|10000
Urho|46.11651|85.67769|China|Xinjiang|10000
Norbukyungzê|29.166667|89.25|China|Tibet|10000
Fuyang|24.834413|111.258021|China|Guangxi|10000
Mianyang|33.157033|106.694452|China|Shaanxi|10000
Jiannan|31.343552|104.195879|China|Sichuan|10000
Bofeng|44.158739|87.974184|China|Xinjiang|10000
Zuitou|34.06219|107.312657|China|Shaanxi|10000
Zuitai|33.330829|105.604672|China|Gansu|10000
Zunhua|40.179167|117.958611|China|Hebei|10000
Gucheng|28.848561|121.116095|China|Zhejiang|10000
Encheng|22.186594|112.304235|China|Guangdong|10000
Ming’antu|42.302778|114.993333|China|Inner Mongolia|10000
Xinghe Chengguanzhen|40.875556|113.883889|China|Inner Mongolia|10000
Pingdu|27.386296|114.610178|China|Jiangxi|10000
Tianyi|41.566667|119.333333|China|Inner Mongolia|10000
Nilka|43.783333|82.398333|China|Xinjiang|10000
Fushi|29.183822|105.001145|China|Sichuan|10000
Yunxing|39.999098|112.697869|China|Shanxi|10000
Wenquan|30.849283|115.699098|China|Hubei|10000
Xiaoxi|24.352493|117.290708|China|Fujian|10000
Hai’an|32.543611|120.45|China|Jiangsu|10000
Luozhou|21.605888|110.277049|China|Guangdong|10000
Gedong|37.893107|111.255435|China|Shanxi|10000
Shangtang|28.155409|120.688201|China|Zhejiang|10000
Longxian Chengguanzhen|34.907341|106.849655|China|Shaanxi|10000
Huayang|31.951648|119.162837|China|Jiangsu|10000
Gangou|26.515029|103.147679|China|Yunnan|10000
Luogang|23.177887|113.501038|China|Guangdong|10000
Longquan|25.901389|112.211667|China|Hunan|10000
Yongbei|26.646227|100.780728|China|Yunnan|10000
Jinxi|30.432255|116.292174|China|Anhui|10000
Wenhe|32.395234|119.426879|China|Jiangsu|10000
Xishan|27.666667|113.5|China|Hunan|10000
Meixing|30.999072|102.360185|China|Sichuan|10000
Meixi|47.631701|129.13064|China|Heilongjiang|10000
Chaoyang|48.886375|130.403228|China|Heilongjiang|10000
Wencheng|19.615701|110.748936|China|Hainan|10000
Tianfu|37.197232|122.052282|China|Shandong|10000
Shiyan|32.6475|110.778056|China|Hubei|10000
Longsheng|25.793611|110.009167|China|Guangxi|10000
Sanjiaocheng|36.890833|100.999722|China|Qinghai|10000
Leidaba|27.957234|104.338717|China|Yunnan|10000
Youhao|47.853059|128.835654|China|Heilongjiang|10000
Weizhou|31.492673|103.584915|China|Sichuan|10000
Tongzilin|26.700387|101.851342|China|Sichuan|10000
Jianjun|34.691389|108.139722|China|Shaanxi|10000
Nancun|35.4635|112.796|China|Shanxi|10000
Dartang|31.933333|94|China|Tibet|10000
Huquan|39.795376|114.183033|China|Shanxi|10000
Jingchuan Chengguanzhen|35.331944|107.361111|China|Gansu|10000
Handian|36.045833|113.044167|China|Shanxi|10000
Jiancheng|30.390968|104.549121|China|Sichuan|10000
Donglan|24.550181|107.382885|China|Guangxi|10000
Yushan|31.677479|120.801337|China|Jiangsu|10000
Wulingyuan|29.349363|110.544071|China|Hunan|10000
Xicheng|23.306022|103.163512|China|Yunnan|10000
Chengxi|29.53294|108.765096|China|Chongqing|10000
Longzhouwan|29.378611|106.54|China|Chongqing|10000
Fuying|28.862601|120.719295|China|Zhejiang|10000
Kangping|42.739167|123.349444|China|Liaoning|10000
Lop|37.07403|80.182314|China|Xinjiang|10000
Laojiezi|26.864611|103.137123|China|Yunnan|10000
Jiezi|26.789349|102.991894|China|Yunnan|10000
Longnan|24.9|114.783333|China|Jiangxi|10000
Guyang|28.613854|109.932528|China|Hunan|10000
Chatang|29.242215|91.332169|China|Tibet|10000
Yuanling|28.448611|110.402222|China|Hunan|10000
Dashiqiao|40.637318|122.502508|China|Liaoning|10000
Mingren|45.593163|122.818792|China|Jilin|10000
Sangpi|28.93391|99.799907|China|Sichuan|10000
Toqsu|41.550278|82.616667|China|Xinjiang|10000
Jincheng|28.266484|103.568381|China|Sichuan|10000
Xinjie|27.704335|103.380366|China|Yunnan|10000
Hongshan|47.975798|129.021989|China|Heilongjiang|10000
Xinan|23.154455|112.89344|China|Guangdong|10000
Genhe|50.783333|121.516667|China|Inner Mongolia|10000
Chaigoubu|40.667778|114.411389|China|Hebei|10000
Xing’an|25.61964|110.642482|China|Guangxi|10000
Dongta|38.081401|106.34444|China|Ningxia|10000
Daliyuan|27.183708|103.486416|China|Yunnan|10000
Machali|34.933333|98.233333|China|Qinghai|10000
Huayuan|33.468803|114.873144|China|Henan|10000
Huolu|38.080556|114.296111|China|Hebei|10000
Shuangcheng|27.24|119.894444|China|Fujian|10000
Bainang|29.109|89.2589|China|Tibet|10000
Sanjiang|31.348135|118.361315|China|Anhui|10000
Gongcheng|24.833333|110.816667|China|Guangxi|10000
Zhuyang|30.736741|107.201155|China|Sichuan|10000
Xingfeng|39.729652|116.336608|China|Beijing|10000
Shengli|40.118179|116.642949|China|Beijing|10000
Beiyuan|39.903616|116.64667|China|Beijing|10000
Gongchen|39.727956|116.137555|China|Beijing|10000
Gulou|40.369972|116.83352|China|Beijing|10000
Binhe|40.133467|117.108519|China|Beijing|10000
Qusum|29.06574|92.193042|China|Tibet|10000
Linping|30.4225|120.297222|China|Zhejiang|10000
Jishi|35.84613|102.48171|China|Qinghai|10000
Changpu|26.575844|110.107854|China|Hunan|10000
Huaiyang Chengguanzhen|33.733333|114.883333|China|Henan|10000
Huaiyuan Chengguanzhen|32.958933|117.165658|China|Anhui|10000
Sunwu|49.417489|127.315503|China|Heilongjiang|10000
Yaodu|30.1|117.016667|China|Anhui|10000
Xiangyang|26.759912|103.253947|China|Yunnan|10000
Jiecun|27.224369|102.92283|China|Yunnan|10000
Pingquan|41.0025|118.684167|China|Hebei|10000
Zhifang|30.35|114.316667|China|Hubei|10000
Chengxiang|28.552621|102.168201|China|Sichuan|10000
Bayan Huxu|45.15|121.4|China|Inner Mongolia|10000
Topterek|47.434029|85.871134|China|Xinjiang|10000
Chengzhong|22.168236|107.007296|China|Guangxi|10000
Zhanqian|46.800109|130.375466|China|Heilongjiang|10000
Qiaonan|46.803609|130.358047|China|Heilongjiang|10000
Enle|23.960493|101.082649|China|Yunnan|10000
Enjiang|27.321775|115.429249|China|Jiangxi|10000
Jinzhu|29.041863|100.294784|China|Sichuan|10000
Xagmakajor|31.4944|82.3324|China|Tibet|10000
Dongjie|26.088225|119.294489|China|Fujian|10000
Qagan Us|36.397194|98.012224|China|Qinghai|10000
Hengshui|25.7|114.316667|China|Jiangxi|10000
Guanshan|37.8081|113.597|China|Shanxi|10000
Pingdingbu|41.665278|115.697778|China|Hebei|10000
Maoming|21.65|110.9|China|Guangdong|10000
Jinyuan|37.726944|112.470833|China|Shanxi|10000
Gangba|28.2166|88.4743|China|Tibet|10000
Yuquan|40.44259|113.974422|China|Shanxi|10000
Tianzhou|23.778613|106.897179|China|Guangxi|10000
Fuji|29.148188|105.373913|China|Sichuan|10000
Hailin|44.571486|129.385387|China|Heilongjiang|10000
Lanjiang|29.215111|119.461214|China|Zhejiang|10000
Sanchahe|44.963063|126.015319|China|Jilin|10000
Nanjian|25.048011|100.532235|China|Yunnan|10000
Nanjiang|32.35389|106.83238|China|Sichuan|10000
Dongzhen|22.379713|110.938854|China|Guangdong|10000
Leicheng|20.915577|110.083708|China|Guangdong|10000
Gabasumdo|35.258901|100.549944|China|Qinghai|10000
Xiangkou|29.3305|107.737|China|Chongqing|10000
Chengjiang|26.801709|114.89978|China|Jiangxi|10000
Xinhualu|34.396334|113.724662|China|Henan|10000
Yongchang Chengguanzhen|38.270532|102.020174|China|Gansu|10000
Jiezishang|26.989366|103.344716|China|Yunnan|10000
Sanguanzhai|27.107657|103.256575|China|Yunnan|10000
Huangmei|30.192347|116.024959|China|Hubei|10000
Peicheng|34.736111|116.924722|China|Jiangsu|10000
Dongtai|32.852311|120.309472|China|Jiangsu|10000
Niupizhai|28.111521|104.381411|China|Yunnan|10000
Wuzhong|37.9867|106.201|China|Ningxia|10000
Bayan Hure|49.5|119.516667|China|Inner Mongolia|10000
Rizhao|35.395793|119.532166|China|Shandong|10000
Guangming|28.310197|102.411892|China|Sichuan|10000
Jinggan|34.53|108.834167|China|Shaanxi|10000
Shengli|37.462708|118.491653|China|Shandong|10000
Qitai|41.549444|113.533889|China|Inner Mongolia|10000
Kuiju|36.853611|119.390833|China|Shandong|10000
Hongqiao|26.768369|112.108136|China|Hunan|10000
Baixi|28.699702|104.549173|China|Sichuan|10000
Shuanghejiedao|30.374476|106.772655|China|Sichuan|10000
Meicheng|26.215278|118.861111|China|Fujian|10000
Mêdog|29.313286|95.307414|China|Tibet|10000
Jiantang|27.822442|99.769288|China|Yunnan|10000
Yunhe|26.55308|100.193823|China|Yunnan|10000
Anxiang|29.4|112.15|China|Hunan|10000
Guye|39.730543|118.440849|China|Hebei|10000
Guyi|25.777778|109.600278|China|Guangxi|10000
Guoyang Chengguanzhen|33.505502|116.230795|China|Anhui|10000
Jin’an|32.639411|103.596829|China|Sichuan|10000
Jinbi|25.708552|101.336794|China|Yunnan|10000
Shangba|27.629587|103.304472|China|Yunnan|10000
Dabancheng|43.358334|88.320038|China|Xinjiang|10000
Gaohe|30.741731|116.842592|China|Anhui|10000
Gengma|23.523251|99.378602|China|Yunnan|10000
Hoxut|42.258611|86.857778|China|Xinjiang|10000
Xianfeng|44.575032|129.602552|China|Heilongjiang|10000
Xiangyang|44.587993|129.579772|China|Heilongjiang|10000
Xinguan|39.455272|111.530011|China|Shanxi|10000
Shimen|25.894787|99.429355|China|Yunnan|10000
Shuangzhong|29.742961|116.22426|China|Jiangxi|10000
Xiangyang|37.531571|121.393884|China|Shandong|10000
Xin Bulag|42.2375|113.836389|China|Inner Mongolia|10000
Xiguan|33.866667|115.466667|China|Henan|10000
Jinshan|41.033491|110.052046|China|Inner Mongolia|10000
Jinrongjie|39.912217|116.356154|China|Beijing|10000
Chaowai|39.918119|116.432425|China|Beijing|10000
Nan’an|23.031361|112.451076|China|Guangdong|10000
Linquan Chengguanzhen|33.085057|115.290231|China|Anhui|10000
Qingnian|36.840325|115.711828|China|Shandong|10000
Uliastai|45.55|116.833333|China|Inner Mongolia|10000
Dong’an|46.594049|125.078779|China|Heilongjiang|10000
Fengxian|30.918679|121.456554|China|Shanghai|10000
Zequ|35.036606|101.466159|China|Qinghai|10000
Qinjiang|26.329938|116.334669|China|Jiangxi|10000
Amgalang|48.25|118.2|China|Inner Mongolia|10000
Ri’ngoin|29.605|89.005|China|Tibet|10000
Xuhui|31.195944|121.44709|China|Shanghai|10000
Pingshan|25.519848|102.475807|China|Yunnan|10000
Jiuchenggong|34.678684|107.787579|China|Shaanxi|10000
Sanma|36.196666|115.076185|China|Hebei|10000
