city|lat|lng|country|admin|population
Xinning|31.085147|107.865085|China|Sichuan|10000
Gaojiacun|25.25861|104.063378|China|Yunnan|10000
Xiangcheng|25.466872|100.562485|China|Yunnan|10000
Langchi|31.079517|106.56514|China|Sichuan|10000
Tengzhou|23.388056|110.891161|China|Guangxi|10000
Zhongyuanlu|35.768469|115.061326|China|Henan|10000
Napo Chengxiangzhen|23.479439|105.791568|China|Guangxi|10000
Fengxian|34.703882|116.587167|China|Jiangsu|10000
Basuo|19.093899|108.65456|China|Hainan|10000
Yanghe|38.278518|106.247758|China|Ningxia|10000
Xincheng|34.263213|108.949536|China|Shaanxi|10000
Beilin|34.228458|108.915657|China|Shaanxi|10000
Huarong|30.533333|114.733333|China|Hubei|10000
Rongcheng|30.642813|117.835151|China|Anhui|10000
Rongcheng|29.845047|112.951441|China|Hubei|10000
Jieyang|23.528858|116.364159|China|Guangdong|10000
Rongcheng|22.858416|110.546432|China|Guangxi|10000
Dongtundu|28.183708|113.032095|China|Hunan|10000
Guitang|28.139961|113.042463|China|Hunan|10000
Furong Beilu|28.237065|112.980762|China|Hunan|10000
Baofeng Chengguanzhen|33.870278|113.065278|China|Henan|10000
Laojiezi|26.148702|102.559199|China|Yunnan|10000
Xin’anjiang|29.474781|119.271476|China|Zhejiang|10000
Baiyashi|26.38883|111.262131|China|Hunan|10000
Qiangezhai|36.963697|115.378228|China|Hebei|10000
Yezhou|30.603693|109.723334|China|Hubei|10000
Chaotian|32.644625|105.885014|China|Sichuan|10000
Xinshui|36.478388|110.755224|China|Shanxi|10000
Yingshouyingzi|40.551466|117.661554|China|Hebei|10000
Pingxiang|35.207905|105.250584|China|Gansu|10000
Xigang|38.552581|106.348049|China|Ningxia|10000
Wenxing|28.666667|112.883333|China|Hunan|10000
Zhongmu Chengguanzhen|34.711454|113.965588|China|Henan|10000
Taohuajiang|28.523611|112.125278|China|Hunan|10000
Panlong|32.802222|114.019167|China|Henan|10000
Nanzheng Chengguanzhen|33.004521|106.934663|China|Shaanxi|10000
Douhudi|30.060556|112.224167|China|Hubei|10000
Huafeng|25.001667|117.5275|China|Fujian|10000
Juanshui|29.303065|113.886762|China|Hubei|10000
Juancheng|35.561575|115.501338|China|Shandong|10000
Daming|36.286078|115.143559|China|Hebei|10000
Chaicun|37.932778|112.476389|China|Shanxi|10000
Sahuteng|32.894211|95.280878|China|Qinghai|10000
Debao Chengguanzhen|23.384709|106.573518|China|Guangxi|10000
Rongjiang|25.66247|114.750337|China|Jiangxi|10000
Wu’an|24.603873|117.745389|China|Fujian|10000
Languan|34.157537|109.314152|China|Shaanxi|10000
Taoyang|35.401349|103.853254|China|Gansu|10000
Shanwei|22.781986|115.347498|China|Guangdong|10000
Qinhe|36.501389|112.324722|China|Shanxi|10000
Duchang|29.265999|116.18631|China|Jiangxi|10000
Mainling|29.217675|94.213254|China|Tibet|10000
Haiyang|29.786116|118.176976|China|Anhui|10000
Xinshi|31.047043|113.14098|China|Hubei|10000
Shucheng Chengguanzhen|31.47448|116.952065|China|Anhui|10000
Wujiaqu|44.169631|87.534973|China|Xinjiang|10000
Wujiashan|30.617023|114.131659|China|Hubei|10000
Qüxü|29.356375|90.732288|China|Tibet|10000
Xinrong|40.2579|113.136|China|Shanxi|10000
Xinshan|25.137316|115.387199|China|Jiangxi|10000
Liujiaxia|35.934004|103.318308|China|Gansu|10000
Chongyang|33.259219|114.242043|China|Henan|10000
Liulin|37.453327|110.901887|China|Shanxi|10000
Xibeijie|39.737853|98.518274|China|Gansu|10000
Fan Xian Chengguanzhen|35.858135|115.500555|China|Henan|10000
Meilin|25.873085|115.010801|China|Jiangxi|10000
Xiying|36.448793|115.294449|China|Hebei|10000
Bukui|47.355028|123.951719|China|Heilongjiang|10000
Min’an|29.4595|109.437|China|Hunan|10000
Niya|37.065528|82.689328|China|Xinjiang|10000
Yingshang Chengguanzhen|32.629453|116.270135|China|Anhui|10000
Yanjiang|30.121083|104.648106|China|Sichuan|10000
Tangdong|26.001877|113.253793|China|Hunan|10000
Puting|29.331291|115.757465|China|Jiangxi|10000
Zhongshu|25.027296|103.662975|China|Yunnan|10000
Zhongshu|24.516667|103.766667|China|Yunnan|10000
Beishan|45.816205|130.928327|China|Heilongjiang|10000
Luzhang|25.973091|98.82345|China|Yunnan|10000
Chengxiang|23.160962|108.277587|China|Guangxi|10000
Dongluqiao|36.681493|115.340852|China|Hebei|10000
Lechang|35.642013|111.467224|China|Shanxi|10000
Beidaihe|39.861373|119.417724|China|Hebei|10000
Baishan|23.713525|108.170927|China|Guangxi|10000
Dêngqên|31.411529|95.584178|China|Tibet|10000
Jianshelu|34.7534|113.606|China|Henan|10000
Zhongzhou|30.29402|108.032963|China|Chongqing|10000
Lufu|24.760204|103.266471|China|Yunnan|10000
Luring|32.266667|84.2|China|Tibet|10000
Lianfeng|25.704412|116.721623|China|Fujian|10000
Xinshancun|29.485998|106.478605|China|Chongqing|10000
Duolun|42.187121|116.489094|China|Inner Mongolia|10000
Yongle|33.264647|104.232782|China|Sichuan|10000
Lushi Chengguanzhen|34.048611|111.032778|China|Henan|10000
Lushar|36.484163|101.563279|China|Qinghai|10000
Luyang|33.735638|112.905085|China|Henan|10000
Tongbai Chengguanzhen|32.364167|113.396389|China|Henan|10000
Tuquan|45.403035|121.604625|China|Inner Mongolia|10000
Huangshan|26.826337|100.219063|China|Yunnan|10000
Kaifeng Chengguanzhen|34.757708|114.437268|China|Henan|10000
Kaihua|23.368701|104.279996|China|Yunnan|10000
Zhaozhen|30.8563|104.436056|China|Sichuan|10000
Bobai|22.270847|109.974329|China|Guangxi|10000
Xindu|33.339871|120.14594|China|Jiangsu|10000
Zaindainxoi|31.85|93.666667|China|Tibet|10000
Zagunao|31.446181|103.176617|China|Sichuan|10000
Liyuan|29.395368|110.155913|China|Hunan|10000
Naji|48.122166|123.459042|China|Inner Mongolia|10000
Yangying|35.818048|115.948072|China|Shandong|10000
Geji|32.395446|81.139718|China|Tibet|10000
Nansan|23.795745|98.803972|China|Yunnan|10000
Zhong’an|25.666667|104.233333|China|Yunnan|10000
Chengzhen|40.479722|115.267778|China|Hebei|10000
Huarong Chengguanzhen|29.51889|112.548368|China|Hunan|10000
Goujie|25.742352|102.800833|China|Yunnan|10000
Donghegumiao|36.978642|115.108965|China|Hebei|10000
Gufeng|26.908333|118.981944|China|Fujian|10000
Zhengdonglu|32.192783|119.4705|China|Jiangsu|10000
Guyang|32.135376|119.442088|China|Jiangsu|10000
Dongsheng|30.573829|103.921269|China|Sichuan|10000
Honggang|46.401239|124.883221|China|Heilongjiang|10000
Shuigou|26.938092|103.039558|China|Yunnan|10000
Tongyang|29.670543|114.596943|China|Hubei|10000
Tongxu Chengguanzhen|34.477222|114.458333|China|Henan|10000
Nanjin|29.984968|106.265291|China|Chongqing|10000
Lishan|31.857636|113.29505|China|Hubei|10000
Qingyang|24.819778|118.574145|China|Fujian|10000
Baohe|27.195816|99.324833|China|Yunnan|10000
Jinjiang|19.728782|110.008512|China|Hainan|10000
Biru|31.483192|93.677411|China|Tibet|10000
Cuntan|29.602476|106.57055|China|Chongqing|10000
Zhangguizhuang|39.090201|117.30719|China|Tianjin|10000
Changbai|41.416728|128.190534|China|Jilin|10000
Gulou|36.44414|115.964177|China|Shandong|10000
Dongcheng|29.152015|107.10335|China|Chongqing|10000
Nanxi|28.842087|104.979577|China|Sichuan|10000
Dangchengwan|39.50011|95.040814|China|Gansu|10000
Junlian|28.171057|104.511616|China|Sichuan|10000
Sanmao|32.239306|119.815365|China|Jiangsu|10000
Sicheng|24.405405|106.581537|China|Guangxi|10000
Meilu|21.43412|110.775546|China|Guangdong|10000
Liulin|34.589722|103.504167|China|Gansu|10000
Jomda|31.496199|98.211714|China|Tibet|10000
Pujiawan|26.185483|102.291488|China|Yunnan|10000
Anren Chengguanzhen|26.714129|113.267258|China|Hunan|10000
Daokou|35.563889|114.505833|China|Henan|10000
Daojiang|25.496028|111.551463|China|Hunan|10000
Konggar|29.293888|90.987084|China|Tibet|10000
Liangshan|30.674092|107.793798|China|Chongqing|10000
Haishiwan|36.346276|102.857988|China|Gansu|10000
Binhe|32.688333|112.8275|China|Henan|10000
Qamqênxoi|29.266667|89.9|China|Tibet|10000
Shuibian|27.608049|115.326365|China|Jiangxi|10000
Yanqing|40.46093|115.9715|China|Beijing|10000
Yanqi|42.062043|86.56632|China|Xinjiang|10000
Tonghe|45.976101|128.742889|China|Heilongjiang|10000
Chengjiao Chengguanzhen|34.435833|104.030556|China|Gansu|10000
Minquan Chengguanzhen|34.664494|115.13299|China|Henan|10000
Sanlei|38.626389|103.088333|China|Gansu|10000
Lingbao Chengguanzhen|34.519722|110.864444|China|Henan|10000
Shacheng|40.391389|115.511389|China|Hebei|10000
Changhongjie|39.137271|117.147475|China|Tianjin|10000
Qarqan|38.134071|85.529772|China|Xinjiang|10000
Hanfeng|31.16946|108.403105|China|Chongqing|10000
Ningyang|35.770149|116.805627|China|Shandong|10000
Liupai|25.040001|107.173154|China|Guangxi|10000
Xiping|25.597838|103.796125|China|Yunnan|10000
Chikan|21.271164|110.359058|China|Guangdong|10000
Baoyou|18.749318|109.171716|China|Hainan|10000
Longzhou|22.399671|106.789668|China|Guangxi|10000
Kunyang|24.667528|102.591898|China|Yunnan|10000
Daying|34.721772|111.102945|China|Henan|10000
Huaibin Chengguanzhen|32.463973|115.408117|China|Henan|10000
Xiaobailou|39.117663|117.205646|China|Tianjin|10000
Xincheng|28.01512|102.84233|China|Sichuan|10000
Jianshe|34.2175|113.768889|China|Henan|10000
Lianzhu|23.408437|101.710284|China|Yunnan|10000
Lukou|27.702919|113.152021|China|Hunan|10000
Nêdong|29.24301|91.772386|China|Tibet|10000
Piqan|42.867499|90.204629|China|Xinjiang|10000
Zhonghualu|35.605247|104.59668|China|Gansu|10000
Gyaijêpozhanggê|33.85484|95.615408|China|Qinghai|10000
Nanhai|21.472505|111.026835|China|Guangdong|10000
Yicheng|31.704722|112.256111|China|Hubei|10000
Zhongshan Donglu|34.379645|107.146383|China|Shaanxi|10000
Pucheng Chengguanzhen|34.956106|109.584061|China|Shaanxi|10000
Pubu|31.39625|90.00958|China|Tibet|10000
Muxi|28.959645|103.900865|China|Sichuan|10000
Chengdong|26.578611|118.738611|China|Fujian|10000
Sangri|29.3|92.083333|China|Tibet|10000
